,date,high,low,open,close,volume
0,2019-01-07,148.8300018310547,145.89999389648438,148.6999969482422,147.92999267578125,54777800
1,2019-01-08,151.82000732421875,148.52000427246094,149.55999755859375,150.75,41025300
2,2019-01-09,154.52999877929688,149.6300048828125,151.2899932861328,153.30999755859375,45099100
3,2019-01-10,153.97000122070312,150.86000061035156,152.5,153.8000030517578,35780700
4,2019-01-11,153.6999969482422,151.50999450683594,152.8800048828125,152.2899932861328,27023200
